"No.","Time","Source","Destination","Protocol","Length","Info"
"184356","4163.192105000","192.168.100.72","192.168.100.70","HTTP","185","GET /78 HTTP/1.1 "
"184357","4163.192237000","192.168.100.72","192.168.100.70","HTTP","184","GET /6 HTTP/1.1 "
"184358","4163.192284000","192.168.100.72","192.168.100.70","HTTP","185","GET /41 HTTP/1.1 "
"184376","4163.360336000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184398","4163.467196000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184417","4163.577113000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184436","4163.678316000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184455","4163.794250000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184509","4167.268421000","192.168.100.72","192.168.100.70","HTTP","185","GET /90 HTTP/1.1 "
"184510","4167.268421000","192.168.100.72","192.168.100.70","HTTP","185","GET /18 HTTP/1.1 "
"184511","4167.268492000","192.168.100.72","192.168.100.70","HTTP","185","GET /65 HTTP/1.1 "
"184514","4167.278198000","192.168.100.72","192.168.100.70","HTTP","185","GET /18 HTTP/1.1 "
"184517","4167.286585000","192.168.100.72","192.168.100.70","HTTP","185","GET /77 HTTP/1.1 "
"184534","4167.384447000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"184558","4167.557621000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184577","4167.675430000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"184596","4167.781500000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184615","4167.883395000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"184675","4175.249119000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"184676","4175.249479000","192.168.100.72","192.168.100.70","HTTP","185","GET /53 HTTP/1.1 "
"184679","4175.262032000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"184682","4175.269151000","192.168.100.72","192.168.100.70","HTTP","185","GET /14 HTTP/1.1 "
"184685","4175.273376000","192.168.100.72","192.168.100.70","HTTP","185","GET /27 HTTP/1.1 "
"184706","4175.369344000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"184729","4175.544881000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184748","4175.652727000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184767","4175.762461000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184786","4175.863681000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"184863","4181.175081000","192.168.100.72","192.168.100.70","HTTP","185","GET /34 HTTP/1.1 "
"184864","4181.175157000","192.168.100.72","192.168.100.70","HTTP","185","GET /41 HTTP/1.1 "
"184865","4181.175282000","192.168.100.72","192.168.100.70","HTTP","184","GET /3 HTTP/1.1 "
"184866","4181.175309000","192.168.100.72","192.168.100.70","HTTP","185","GET /20 HTTP/1.1 "
"184867","4181.175439000","192.168.100.72","192.168.100.70","HTTP","185","GET /47 HTTP/1.1 "
"184884","4181.310214000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"184908","4181.487031000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184928","4181.604079000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"184947","4181.714993000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"184968","4181.889294000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"185026","4182.223657000","192.168.100.72","192.168.100.70","HTTP","185","GET /32 HTTP/1.1 "
"185029","4182.235571000","192.168.100.72","192.168.100.70","HTTP","184","GET /0 HTTP/1.1 "
"185036","4182.239388000","192.168.100.72","192.168.100.70","HTTP","185","GET /73 HTTP/1.1 "
"185037","4182.240184000","192.168.100.72","192.168.100.70","HTTP","184","GET /0 HTTP/1.1 "
"185038","4182.240402000","192.168.100.72","192.168.100.70","HTTP","185","GET /42 HTTP/1.1 "
"185055","4182.334890000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185075","4182.443545000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"185097","4182.606258000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185117","4182.929408000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"185136","4183.053764000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185189","4184.265937000","192.168.100.72","192.168.100.70","HTTP","185","GET /53 HTTP/1.1 "
"185192","4184.278330000","192.168.100.72","192.168.100.70","HTTP","185","GET /19 HTTP/1.1 "
"185195","4184.288050000","192.168.100.72","192.168.100.70","HTTP","185","GET /20 HTTP/1.1 "
"185204","4184.349342000","192.168.100.72","192.168.100.70","HTTP","185","GET /78 HTTP/1.1 "
"185205","4184.350071000","192.168.100.72","192.168.100.70","HTTP","185","GET /64 HTTP/1.1 "
"185219","4184.389426000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185239","4184.491681000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185264","4184.779879000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"185283","4184.881869000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185302","4184.994863000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"185358","4188.259643000","192.168.100.72","192.168.100.70","HTTP","185","GET /82 HTTP/1.1 "
"185359","4188.260081000","192.168.100.72","192.168.100.70","HTTP","185","GET /64 HTTP/1.1 "
"185362","4188.269450000","192.168.100.72","192.168.100.70","HTTP","184","GET /6 HTTP/1.1 "
"185367","4188.282007000","192.168.100.72","192.168.100.70","HTTP","185","GET /41 HTTP/1.1 "
"185368","4188.282446000","192.168.100.72","192.168.100.70","HTTP","184","GET /3 HTTP/1.1 "
"185385","4188.374859000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185409","4188.550048000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185428","4188.654057000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"185447","4188.756393000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185468","4189.073050000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"185517","4196.244696000","192.168.100.72","192.168.100.70","HTTP","185","GET /12 HTTP/1.1 "
"185520","4196.261161000","192.168.100.72","192.168.100.70","HTTP","185","GET /33 HTTP/1.1 "
"185525","4196.262955000","192.168.100.72","192.168.100.70","HTTP","184","GET /7 HTTP/1.1 "
"185526","4196.263265000","192.168.100.72","192.168.100.70","HTTP","185","GET /13 HTTP/1.1 "
"185529","4196.269266000","192.168.100.72","192.168.100.70","HTTP","185","GET /28 HTTP/1.1 "
"185549","4196.446674000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185571","4196.554718000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185590","4196.672202000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"185609","4196.780263000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"185631","4197.061975000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"185742","4202.210494000","192.168.100.72","192.168.100.70","HTTP","185","GET /88 HTTP/1.1 "
"185743","4202.210975000","192.168.100.72","192.168.100.70","HTTP","185","GET /58 HTTP/1.1 "
"185744","4202.211120000","192.168.100.72","192.168.100.70","HTTP","185","GET /13 HTTP/1.1 "
"185745","4202.211273000","192.168.100.72","192.168.100.70","HTTP","185","GET /47 HTTP/1.1 "
"185748","4202.268965000","192.168.100.72","192.168.100.70","HTTP","185","GET /14 HTTP/1.1 "
"185765","4202.310038000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185785","4202.403991000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185811","4202.505604000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185832","4202.698836000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"185853","4202.812068000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"185942","4203.219757000","192.168.100.72","192.168.100.70","HTTP","185","GET /57 HTTP/1.1 "
"185945","4203.224582000","192.168.100.72","192.168.100.70","HTTP","185","GET /45 HTTP/1.1 "
"185958","4203.293177000","192.168.100.72","192.168.100.70","HTTP","185","GET /77 HTTP/1.1 "
"185959","4203.293974000","192.168.100.72","192.168.100.70","HTTP","185","GET /19 HTTP/1.1 "
"185960","4203.293998000","192.168.100.72","192.168.100.70","HTTP","185","GET /27 HTTP/1.1 "
"185961","4203.294116000","192.168.100.72","192.168.100.70","HTTP","185","GET /90 HTTP/1.1 "
"185974","4203.328576000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186005","4203.605513000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186026","4203.707002000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186045","4203.818768000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186068","4203.934923000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186087","4204.033583000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186164","4205.247586000","192.168.100.72","192.168.100.70","HTTP","185","GET /86 HTTP/1.1 "
"186167","4205.248881000","192.168.100.72","192.168.100.70","HTTP","185","GET /20 HTTP/1.1 "
"186170","4205.253083000","192.168.100.72","192.168.100.70","HTTP","184","GET /3 HTTP/1.1 "
"186175","4205.256631000","192.168.100.72","192.168.100.70","HTTP","185","GET /49 HTTP/1.1 "
"186176","4205.256934000","192.168.100.72","192.168.100.70","HTTP","184","GET /5 HTTP/1.1 "
"186199","4205.552963000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186219","4205.669986000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186238","4205.775802000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186258","4205.893043000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186277","4205.992216000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186365","4209.372254000","192.168.100.72","192.168.100.70","HTTP","184","GET /1 HTTP/1.1 "
"186366","4209.373099000","192.168.100.72","192.168.100.70","HTTP","185","GET /63 HTTP/1.1 "
"186367","4209.373250000","192.168.100.72","192.168.100.70","HTTP","185","GET /50 HTTP/1.1 "
"186368","4209.373722000","192.168.100.72","192.168.100.70","HTTP","185","GET /69 HTTP/1.1 "
"186369","4209.373805000","192.168.100.72","192.168.100.70","HTTP","185","GET /18 HTTP/1.1 "
"186389","4209.549362000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186411","4209.660424000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186430","4209.770868000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186449","4209.968882000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186468","4210.088985000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186533","4217.358949000","192.168.100.72","192.168.100.70","HTTP","185","GET /39 HTTP/1.1 "
"186534","4217.359599000","192.168.100.72","192.168.100.70","HTTP","185","GET /92 HTTP/1.1 "
"186535","4217.359670000","192.168.100.72","192.168.100.70","HTTP","185","GET /24 HTTP/1.1 "
"186536","4217.360088000","192.168.100.72","192.168.100.70","HTTP","184","GET /3 HTTP/1.1 "
"186537","4217.360300000","192.168.100.72","192.168.100.70","HTTP","185","GET /76 HTTP/1.1 "
"186556","4217.530347000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186575","4217.628133000","192.168.100.70","192.168.100.72","HTTP","582","HTTP/1.1 200 OK  (text/html)"
"186598","4217.951340000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186618","4218.144895000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186637","4218.256046000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186708","4223.466914000","192.168.100.72","192.168.100.70","HTTP","185","GET /75 HTTP/1.1 "
"186709","4223.467979000","192.168.100.72","192.168.100.70","HTTP","185","GET /84 HTTP/1.1 "
"186710","4223.468285000","192.168.100.72","192.168.100.70","HTTP","185","GET /35 HTTP/1.1 "
"186711","4223.468663000","192.168.100.72","192.168.100.70","HTTP","185","GET /47 HTTP/1.1 "
"186720","4223.671822000","192.168.100.72","192.168.100.70","HTTP","185","GET /18 HTTP/1.1 "
"186737","4223.777152000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186761","4223.880241000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186781","4223.982780000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186800","4224.095495000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186826","4224.207630000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"186885","4224.292702000","192.168.100.72","192.168.100.70","HTTP","185","GET /61 HTTP/1.1 "
"186888","4224.296364000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"186891","4224.305549000","192.168.100.72","192.168.100.70","HTTP","185","GET /81 HTTP/1.1 "
"186900","4224.388448000","192.168.100.72","192.168.100.70","HTTP","185","GET /50 HTTP/1.1 "
"186901","4224.389266000","192.168.100.72","192.168.100.70","HTTP","185","GET /10 HTTP/1.1 "
"186926","4224.493206000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186950","4224.808104000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"186970","4225.118175000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"186989","4225.223488000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187008","4225.332670000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187064","4226.338635000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"187067","4226.340885000","192.168.100.72","192.168.100.70","HTTP","184","GET /5 HTTP/1.1 "
"187070","4226.345047000","192.168.100.72","192.168.100.70","HTTP","185","GET /17 HTTP/1.1 "
"187076","4226.355770000","192.168.100.72","192.168.100.70","HTTP","185","GET /18 HTTP/1.1 "
"187077","4226.356086000","192.168.100.72","192.168.100.70","HTTP","185","GET /78 HTTP/1.1 "
"187096","4226.536496000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"187120","4226.741501000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"187139","4226.850421000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187158","4226.978513000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187177","4227.093219000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187232","4230.445606000","192.168.100.72","192.168.100.70","HTTP","185","GET /22 HTTP/1.1 "
"187235","4230.449313000","192.168.100.72","192.168.100.70","HTTP","185","GET /44 HTTP/1.1 "
"187236","4230.449708000","192.168.100.72","192.168.100.70","HTTP","184","GET /8 HTTP/1.1 "
"187239","4230.465624000","192.168.100.72","192.168.100.70","HTTP","185","GET /84 HTTP/1.1 "
"187242","4230.469843000","192.168.100.72","192.168.100.70","HTTP","184","GET /3 HTTP/1.1 "
"187259","4230.565467000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187283","4230.843229000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187307","4230.951341000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187328","4231.150056000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187351","4231.354944000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187451","4238.447572000","192.168.100.72","192.168.100.70","HTTP","185","GET /13 HTTP/1.1 "
"187452","4238.448374000","192.168.100.72","192.168.100.70","HTTP","185","GET /88 HTTP/1.1 "
"187453","4238.448492000","192.168.100.72","192.168.100.70","HTTP","184","GET /6 HTTP/1.1 "
"187454","4238.448617000","192.168.100.72","192.168.100.70","HTTP","185","GET /37 HTTP/1.1 "
"187455","4238.448715000","192.168.100.72","192.168.100.70","HTTP","185","GET /81 HTTP/1.1 "
"187474","4238.629085000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187498","4238.835128000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187517","4238.943802000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187536","4239.046162000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187555","4239.155800000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187632","4244.499364000","192.168.100.72","192.168.100.70","HTTP","185","GET /64 HTTP/1.1 "
"187633","4244.499582000","192.168.100.72","192.168.100.70","HTTP","185","GET /40 HTTP/1.1 "
"187634","4244.499607000","192.168.100.72","192.168.100.70","HTTP","185","GET /53 HTTP/1.1 "
"187635","4244.499788000","192.168.100.72","192.168.100.70","HTTP","185","GET /11 HTTP/1.1 "
"187636","4244.499966000","192.168.100.72","192.168.100.70","HTTP","185","GET /37 HTTP/1.1 "
"187654","4244.666720000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187676","4244.867538000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187697","4244.977536000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"187716","4245.080536000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187735","4245.201605000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187797","4245.505809000","192.168.100.72","192.168.100.70","HTTP","185","GET /90 HTTP/1.1 "
"187798","4245.506139000","192.168.100.72","192.168.100.70","HTTP","185","GET /65 HTTP/1.1 "
"187801","4245.518932000","192.168.100.72","192.168.100.70","HTTP","185","GET /12 HTTP/1.1 "
"187804","4245.521813000","192.168.100.72","192.168.100.70","HTTP","185","GET /66 HTTP/1.1 "
"187807","4245.526880000","192.168.100.72","192.168.100.70","HTTP","185","GET /51 HTTP/1.1 "
"187825","4245.698046000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187847","4245.811224000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"187868","4245.926392000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187889","4246.027415000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"187911","4246.135402000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"187966","4247.438905000","192.168.100.72","192.168.100.70","HTTP","185","GET /10 HTTP/1.1 "
"187969","4247.443656000","192.168.100.72","192.168.100.70","HTTP","185","GET /73 HTTP/1.1 "
"187972","4247.462652000","192.168.100.72","192.168.100.70","HTTP","185","GET /62 HTTP/1.1 "
"187975","4247.464843000","192.168.100.72","192.168.100.70","HTTP","185","GET /48 HTTP/1.1 "
"187978","4247.465868000","192.168.100.72","192.168.100.70","HTTP","185","GET /18 HTTP/1.1 "
"187995","4247.558070000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188014","4247.666185000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188036","4247.775285000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"188056","4247.878229000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188077","4248.148636000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188130","4251.552905000","192.168.100.72","192.168.100.70","HTTP","185","GET /61 HTTP/1.1 "
"188133","4251.561336000","192.168.100.72","192.168.100.70","HTTP","185","GET /42 HTTP/1.1 "
"188140","4251.564400000","192.168.100.72","192.168.100.70","HTTP","185","GET /19 HTTP/1.1 "
"188141","4251.565057000","192.168.100.72","192.168.100.70","HTTP","185","GET /43 HTTP/1.1 "
"188142","4251.565229000","192.168.100.72","192.168.100.70","HTTP","185","GET /54 HTTP/1.1 "
"188160","4251.732153000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188183","4251.933188000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"188203","4252.253814000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188222","4252.363047000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188241","4252.466801000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"188302","4259.541404000","192.168.100.72","192.168.100.70","HTTP","185","GET /49 HTTP/1.1 "
"188303","4259.541504000","192.168.100.72","192.168.100.70","HTTP","185","GET /34 HTTP/1.1 "
"188304","4259.541580000","192.168.100.72","192.168.100.70","HTTP","185","GET /96 HTTP/1.1 "
"188305","4259.541693000","192.168.100.72","192.168.100.70","HTTP","185","GET /80 HTTP/1.1 "
"188306","4259.541762000","192.168.100.72","192.168.100.70","HTTP","185","GET /28 HTTP/1.1 "
"188328","4259.831433000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"188347","4259.959478000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188367","4260.159470000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188386","4260.432274000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188406","4260.548570000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188479","4265.582088000","192.168.100.72","192.168.100.70","HTTP","185","GET /50 HTTP/1.1 "
"188480","4265.582427000","192.168.100.72","192.168.100.70","HTTP","185","GET /43 HTTP/1.1 "
"188483","4265.595940000","192.168.100.72","192.168.100.70","HTTP","185","GET /30 HTTP/1.1 "
"188492","4265.655962000","192.168.100.72","192.168.100.70","HTTP","185","GET /56 HTTP/1.1 "
"188493","4265.656609000","192.168.100.72","192.168.100.70","HTTP","185","GET /87 HTTP/1.1 "
"188567","4266.603371000","192.168.100.72","192.168.100.70","HTTP","185","GET /60 HTTP/1.1 "
"188569","4267.088965000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"188588","4267.203749000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188607","4267.319714000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188626","4267.423514000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188645","4267.600825000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188664","4267.717732000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188729","4268.541262000","192.168.100.72","192.168.100.70","HTTP","185","GET /94 HTTP/1.1 "
"188730","4268.541887000","192.168.100.72","192.168.100.70","HTTP","185","GET /45 HTTP/1.1 "
"188737","4268.552076000","192.168.100.72","192.168.100.70","HTTP","185","GET /21 HTTP/1.1 "
"188738","4268.552803000","192.168.100.72","192.168.100.70","HTTP","185","GET /11 HTTP/1.1 "
"188739","4268.552955000","192.168.100.72","192.168.100.70","HTTP","185","GET /58 HTTP/1.1 "
"188758","4268.728882000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188780","4268.841385000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188801","4269.045226000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188820","4269.156224000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188839","4269.264174000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188894","4272.643514000","192.168.100.72","192.168.100.70","HTTP","185","GET /23 HTTP/1.1 "
"188899","4272.656041000","192.168.100.72","192.168.100.70","HTTP","185","GET /91 HTTP/1.1 "
"188900","4272.656250000","192.168.100.72","192.168.100.70","HTTP","185","GET /37 HTTP/1.1 "
"188903","4272.658801000","192.168.100.72","192.168.100.70","HTTP","185","GET /69 HTTP/1.1 "
"188910","4272.722266000","192.168.100.72","192.168.100.70","HTTP","185","GET /14 HTTP/1.1 "
"188923","4272.760557000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188946","4273.027855000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"188965","4273.131217000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"188984","4273.244837000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"189003","4273.362647000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"189068","4280.623592000","192.168.100.72","192.168.100.70","HTTP","185","GET /72 HTTP/1.1 "
"189071","4280.634270000","192.168.100.72","192.168.100.70","HTTP","185","GET /88 HTTP/1.1 "
"189078","4280.644865000","192.168.100.72","192.168.100.70","HTTP","185","GET /51 HTTP/1.1 "
"189079","4280.645463000","192.168.100.72","192.168.100.70","HTTP","185","GET /68 HTTP/1.1 "
