"No.","Time","Source","Destination","Protocol","Length","Info"
"108","8.992943000","192.168.100.72","192.168.100.70","HTTP","185","GET /33 HTTP/1.1 "
"136","9.298871000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"142","9.309762000","192.168.100.72","192.168.100.70","HTTP","185","GET /42 HTTP/1.1 "
"159","9.425519000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"165","9.438645000","192.168.100.72","192.168.100.70","HTTP","185","GET /68 HTTP/1.1 "
"183","9.610727000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"189","9.621990000","192.168.100.72","192.168.100.70","HTTP","185","GET /28 HTTP/1.1 "
"208","9.728492000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"214","9.739443000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"231","9.913248000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"240","9.926102000","192.168.100.72","192.168.100.70","HTTP","185","GET /88 HTTP/1.1 "
"241","9.926277000","192.168.100.72","192.168.100.70","HTTP","185","GET /82 HTTP/1.1 "
"261","10.220430000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"281","10.334968000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"290","10.345410000","192.168.100.72","192.168.100.70","HTTP","185","GET /14 HTTP/1.1 "
"291","10.345583000","192.168.100.72","192.168.100.70","HTTP","184","GET /1 HTTP/1.1 "
"311","10.532369000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"332","10.736651000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"339","10.748483000","192.168.100.72","192.168.100.70","HTTP","185","GET /75 HTTP/1.1 "
"344","10.757159000","192.168.100.72","192.168.100.70","HTTP","185","GET /29 HTTP/1.1 "
"362","10.847535000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"382","10.958781000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"391","10.969793000","192.168.100.72","192.168.100.70","HTTP","185","GET /90 HTTP/1.1 "
"394","10.973250000","192.168.100.72","192.168.100.70","HTTP","185","GET /47 HTTP/1.1 "
"414","11.141940000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"433","11.269681000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"442","11.282624000","192.168.100.72","192.168.100.70","HTTP","184","GET /5 HTTP/1.1 "
"443","11.298989000","192.168.100.72","192.168.100.70","HTTP","185","GET /21 HTTP/1.1 "
"460","11.384023000","192.168.100.70","192.168.100.72","HTTP","582","HTTP/1.1 200 OK  (text/html)"
"480","11.484022000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"493","11.553291000","192.168.100.72","192.168.100.70","HTTP","185","GET /34 HTTP/1.1 "
"494","11.553706000","192.168.100.72","192.168.100.70","HTTP","185","GET /42 HTTP/1.1 "
"495","11.553847000","192.168.100.72","192.168.100.70","HTTP","185","GET /20 HTTP/1.1 "
"516","11.760472000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"535","11.881369000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"554","11.987045000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"562","12.000185000","192.168.100.72","192.168.100.70","HTTP","185","GET /83 HTTP/1.1 "
"571","12.066097000","192.168.100.72","192.168.100.70","HTTP","185","GET /44 HTTP/1.1 "
"572","12.066481000","192.168.100.72","192.168.100.70","HTTP","185","GET /31 HTTP/1.1 "
"588","12.174809000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"607","12.291351000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"626","12.401611000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"638","12.479505000","192.168.100.72","192.168.100.70","HTTP","185","GET /82 HTTP/1.1 "
"639","12.479927000","192.168.100.72","192.168.100.70","HTTP","185","GET /44 HTTP/1.1 "
"640","12.480091000","192.168.100.72","192.168.100.70","HTTP","185","GET /68 HTTP/1.1 "
"659","12.596107000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"678","12.780438000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"697","12.890605000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"709","12.906094000","192.168.100.72","192.168.100.70","HTTP","185","GET /37 HTTP/1.1 "
"710","12.906468000","192.168.100.72","192.168.100.70","HTTP","185","GET /80 HTTP/1.1 "
"711","12.906468000","192.168.100.72","192.168.100.70","HTTP","184","GET /7 HTTP/1.1 "
"728","13.022590000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"750","13.214379000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"773","13.323710000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"785","13.396224000","192.168.100.72","192.168.100.70","HTTP","185","GET /18 HTTP/1.1 "
"786","13.396729000","192.168.100.72","192.168.100.70","HTTP","185","GET /76 HTTP/1.1 "
"787","13.396846000","192.168.100.72","192.168.100.70","HTTP","185","GET /27 HTTP/1.1 "
"804","13.524682000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"825","13.706707000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"844","13.810918000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"853","13.823967000","192.168.100.72","192.168.100.70","HTTP","185","GET /85 HTTP/1.1 "
"860","13.825645000","192.168.100.72","192.168.100.70","HTTP","185","GET /78 HTTP/1.1 "
"861","13.826056000","192.168.100.72","192.168.100.70","HTTP","185","GET /88 HTTP/1.1 "
"862","13.826180000","192.168.100.72","192.168.100.70","HTTP","184","GET /0 HTTP/1.1 "
"882","13.924221000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"902","14.116066000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"923","14.320529000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"942","14.450520000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"957","14.523031000","192.168.100.72","192.168.100.70","HTTP","185","GET /34 HTTP/1.1 "
"958","14.524005000","192.168.100.72","192.168.100.70","HTTP","185","GET /59 HTTP/1.1 "
"959","14.524185000","192.168.100.72","192.168.100.70","HTTP","185","GET /79 HTTP/1.1 "
"960","14.524336000","192.168.100.72","192.168.100.70","HTTP","184","GET /7 HTTP/1.1 "
"981","14.832817000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1002","15.039497000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"1022","15.147138000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1041","15.255120000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"1054","15.270592000","192.168.100.72","192.168.100.70","HTTP","185","GET /83 HTTP/1.1 "
"1055","15.270841000","192.168.100.72","192.168.100.70","HTTP","185","GET /52 HTTP/1.1 "
"1056","15.270970000","192.168.100.72","192.168.100.70","HTTP","185","GET /81 HTTP/1.1 "
"1059","15.278680000","192.168.100.72","192.168.100.70","HTTP","185","GET /41 HTTP/1.1 "
"1080","15.549773000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1099","15.653797000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1119","15.760290000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1140","15.961198000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"1151","15.977651000","192.168.100.72","192.168.100.70","HTTP","185","GET /71 HTTP/1.1 "
"1154","15.978032000","192.168.100.72","192.168.100.70","HTTP","185","GET /48 HTTP/1.1 "
"1157","15.978960000","192.168.100.72","192.168.100.70","HTTP","184","GET /0 HTTP/1.1 "
"1158","15.979227000","192.168.100.72","192.168.100.70","HTTP","185","GET /91 HTTP/1.1 "
"1179","16.159590000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"1201","16.269350000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1223","16.470628000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"1242","16.593697000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1257","16.673032000","192.168.100.72","192.168.100.70","HTTP","185","GET /24 HTTP/1.1 "
"1258","16.673503000","192.168.100.72","192.168.100.70","HTTP","185","GET /54 HTTP/1.1 "
"1259","16.673644000","192.168.100.72","192.168.100.70","HTTP","185","GET /39 HTTP/1.1 "
"1260","16.673653000","192.168.100.72","192.168.100.70","HTTP","185","GET /95 HTTP/1.1 "
"1280","16.785663000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1301","16.982676000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"1320","17.186201000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"1340","17.392578000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1350","17.406683000","192.168.100.72","192.168.100.70","HTTP","185","GET /46 HTTP/1.1 "
"1359","17.409433000","192.168.100.72","192.168.100.70","HTTP","185","GET /91 HTTP/1.1 "
"1360","17.409949000","192.168.100.72","192.168.100.70","HTTP","185","GET /66 HTTP/1.1 "
"1361","17.409949000","192.168.100.72","192.168.100.70","HTTP","185","GET /28 HTTP/1.1 "
"1362","17.410092000","192.168.100.72","192.168.100.70","HTTP","185","GET /19 HTTP/1.1 "
"1385","17.598381000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"1405","17.705562000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"1424","17.805086000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1444","17.919009000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1465","18.113229000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"1477","18.124423000","192.168.100.72","192.168.100.70","HTTP","184","GET /5 HTTP/1.1 "
"1478","18.124593000","192.168.100.72","192.168.100.70","HTTP","184","GET /8 HTTP/1.1 "
"1485","18.126499000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"1486","18.126936000","192.168.100.72","192.168.100.70","HTTP","185","GET /57 HTTP/1.1 "
"1487","18.127059000","192.168.100.72","192.168.100.70","HTTP","185","GET /22 HTTP/1.1 "
"1509","18.309986000","192.168.100.70","192.168.100.72","HTTP","582","HTTP/1.1 200 OK  (text/html)"
"1528","18.412630000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"1551","18.623141000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1571","18.745149000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1590","18.848372000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1602","18.859486000","192.168.100.72","192.168.100.70","HTTP","185","GET /94 HTTP/1.1 "
"1603","18.859596000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"1606","18.860517000","192.168.100.72","192.168.100.70","HTTP","185","GET /48 HTTP/1.1 "
"1611","18.862254000","192.168.100.72","192.168.100.70","HTTP","185","GET /66 HTTP/1.1 "
"1612","18.862476000","192.168.100.72","192.168.100.70","HTTP","185","GET /71 HTTP/1.1 "
"1629","18.955678000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1653","19.129209000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1673","19.235990000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1693","19.441198000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1712","19.560282000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1722","19.571725000","192.168.100.72","192.168.100.70","HTTP","184","GET /4 HTTP/1.1 "
"1731","19.575185000","192.168.100.72","192.168.100.70","HTTP","184","GET /6 HTTP/1.1 "
"1732","19.575557000","192.168.100.72","192.168.100.70","HTTP","185","GET /20 HTTP/1.1 "
"1733","19.575724000","192.168.100.72","192.168.100.70","HTTP","185","GET /69 HTTP/1.1 "
"1734","19.575878000","192.168.100.72","192.168.100.70","HTTP","185","GET /74 HTTP/1.1 "
"1755","19.670176000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"1777","19.770182000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"1796","19.869774000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1816","20.056487000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1837","20.259686000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"1849","20.274056000","192.168.100.72","192.168.100.70","HTTP","185","GET /50 HTTP/1.1 "
"1851","20.274210000","192.168.100.72","192.168.100.70","HTTP","184","GET /8 HTTP/1.1 "
"1853","20.275043000","192.168.100.72","192.168.100.70","HTTP","185","GET /58 HTTP/1.1 "
"1858","20.276529000","192.168.100.72","192.168.100.70","HTTP","185","GET /39 HTTP/1.1 "
"1859","20.276888000","192.168.100.72","192.168.100.70","HTTP","185","GET /57 HTTP/1.1 "
"1884","20.393477000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"1904","20.668969000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"1924","20.787654000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1943","20.886015000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1963","21.080158000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"1982","21.102402000","192.168.100.72","192.168.100.70","HTTP","185","GET /55 HTTP/1.1 "
"1983","21.103477000","192.168.100.72","192.168.100.70","HTTP","185","GET /84 HTTP/1.1 "
"1984","21.103649000","192.168.100.72","192.168.100.70","HTTP","185","GET /35 HTTP/1.1 "
"1985","21.103842000","192.168.100.72","192.168.100.70","HTTP","184","GET /2 HTTP/1.1 "
"1986","21.103932000","192.168.100.72","192.168.100.70","HTTP","185","GET /92 HTTP/1.1 "
"2003","21.202427000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2022","21.308524000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2046","21.484372000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2065","21.586771000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2084","21.694791000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2090","22.106883000","192.168.100.72","192.168.100.70","HTTP","184","GET /3 HTTP/1.1 "
"2107","22.211219000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2120","22.230944000","192.168.100.72","192.168.100.70","HTTP","185","GET /24 HTTP/1.1 "
"2121","22.231884000","192.168.100.72","192.168.100.70","HTTP","185","GET /52 HTTP/1.1 "
"2128","22.234328000","192.168.100.72","192.168.100.70","HTTP","185","GET /25 HTTP/1.1 "
"2129","22.234635000","192.168.100.72","192.168.100.70","HTTP","185","GET /36 HTTP/1.1 "
"2130","22.234714000","192.168.100.72","192.168.100.70","HTTP","185","GET /56 HTTP/1.1 "
"2151","22.341465000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"2175","22.615517000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"2194","22.720706000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2215","22.923092000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"2234","23.029815000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2241","23.240535000","192.168.100.72","192.168.100.70","HTTP","184","GET /1 HTTP/1.1 "
"2258","23.342835000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2271","23.354820000","192.168.100.72","192.168.100.70","HTTP","185","GET /17 HTTP/1.1 "
"2272","23.354946000","192.168.100.72","192.168.100.70","HTTP","185","GET /24 HTTP/1.1 "
"2279","23.358183000","192.168.100.72","192.168.100.70","HTTP","185","GET /94 HTTP/1.1 "
"2280","23.359305000","192.168.100.72","192.168.100.70","HTTP","184","GET /4 HTTP/1.1 "
"2281","23.359305000","192.168.100.72","192.168.100.70","HTTP","185","GET /73 HTTP/1.1 "
"2299","23.460177000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2347","23.573709000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"2369","23.844645000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2388","23.949154000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2410","24.052167000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2422","24.375613000","192.168.100.72","192.168.100.70","HTTP","184","GET /4 HTTP/1.1 "
"2442","24.481316000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2453","24.493377000","192.168.100.72","192.168.100.70","HTTP","185","GET /14 HTTP/1.1 "
"2460","24.498451000","192.168.100.72","192.168.100.70","HTTP","185","GET /49 HTTP/1.1 "
"2461","24.498902000","192.168.100.72","192.168.100.70","HTTP","185","GET /75 HTTP/1.1 "
"2463","24.499010000","192.168.100.72","192.168.100.70","HTTP","185","GET /96 HTTP/1.1 "
"2465","24.519483000","192.168.100.72","192.168.100.70","HTTP","185","GET /65 HTTP/1.1 "
"2495","24.766174000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2525","24.887220000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2553","24.992156000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2576","25.093998000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2598","25.200792000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2620","25.501114000","192.168.100.72","192.168.100.70","HTTP","185","GET /68 HTTP/1.1 "
"2647","25.687535000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2660","25.701463000","192.168.100.72","192.168.100.70","HTTP","185","GET /67 HTTP/1.1 "
"2661","25.701578000","192.168.100.72","192.168.100.70","HTTP","185","GET /70 HTTP/1.1 "
"2668","25.704587000","192.168.100.72","192.168.100.70","HTTP","185","GET /30 HTTP/1.1 "
"2669","25.704950000","192.168.100.72","192.168.100.70","HTTP","185","GET /16 HTTP/1.1 "
"2670","25.705016000","192.168.100.72","192.168.100.70","HTTP","185","GET /58 HTTP/1.1 "
"2695","25.811083000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2721","26.106837000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2743","26.220866000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2766","26.334744000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2786","26.508176000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2796","26.715184000","192.168.100.72","192.168.100.70","HTTP","185","GET /59 HTTP/1.1 "
"2814","26.815457000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2834","26.834945000","192.168.100.72","192.168.100.70","HTTP","185","GET /47 HTTP/1.1 "
"2835","26.835762000","192.168.100.72","192.168.100.70","HTTP","185","GET /48 HTTP/1.1 "
"2836","26.835876000","192.168.100.72","192.168.100.70","HTTP","185","GET /22 HTTP/1.1 "
"2837","26.835986000","192.168.100.72","192.168.100.70","HTTP","185","GET /21 HTTP/1.1 "
"2838","26.836196000","192.168.100.72","192.168.100.70","HTTP","185","GET /20 HTTP/1.1 "
"2855","26.943644000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2879","27.122725000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2899","27.230218000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2919","27.434616000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"2938","27.652143000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2948","27.840171000","192.168.100.72","192.168.100.70","HTTP","185","GET /77 HTTP/1.1 "
"2949","27.840425000","192.168.100.72","192.168.100.70","HTTP","185","GET /55 HTTP/1.1 "
"2972","27.971130000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"2994","28.074622000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3015","28.149072000","192.168.100.72","192.168.100.70","HTTP","185","GET /46 HTTP/1.1 "
"3016","28.149361000","192.168.100.72","192.168.100.70","HTTP","185","GET /66 HTTP/1.1 "
"3017","28.150048000","192.168.100.72","192.168.100.70","HTTP","185","GET /43 HTTP/1.1 "
"3018","28.150193000","192.168.100.72","192.168.100.70","HTTP","185","GET /95 HTTP/1.1 "
"3019","28.150303000","192.168.100.72","192.168.100.70","HTTP","184","GET /1 HTTP/1.1 "
"3049","28.265390000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3069","28.371331000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3096","28.485958000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"3125","28.661216000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3145","28.761787000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"3159","29.111595000","192.168.100.72","192.168.100.70","HTTP","184","GET /8 HTTP/1.1 "
"3160","29.112009000","192.168.100.72","192.168.100.70","HTTP","184","GET /6 HTTP/1.1 "
"3182","29.381548000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"3203","29.579482000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"3215","29.600206000","192.168.100.72","192.168.100.70","HTTP","185","GET /73 HTTP/1.1 "
"3224","29.603373000","192.168.100.72","192.168.100.70","HTTP","185","GET /33 HTTP/1.1 "
"3225","29.604001000","192.168.100.72","192.168.100.70","HTTP","185","GET /16 HTTP/1.1 "
"3226","29.604166000","192.168.100.72","192.168.100.70","HTTP","185","GET /73 HTTP/1.1 "
"3227","29.604226000","192.168.100.72","192.168.100.70","HTTP","185","GET /49 HTTP/1.1 "
"3246","29.783517000","192.168.100.70","192.168.100.72","HTTP","499","HTTP/1.1 200 OK  (text/html)"
"3275","29.988120000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3299","30.193236000","192.168.100.70","192.168.100.72","HTTP","498","HTTP/1.1 200 OK  (text/html)"
"3319","30.303855000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3340","30.419264000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3349","30.605932000","192.168.100.72","192.168.100.70","HTTP","185","GET /51 HTTP/1.1 "
"3350","30.606315000","192.168.100.72","192.168.100.70","HTTP","185","GET /86 HTTP/1.1 "
"3368","30.713956000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3389","30.824867000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3409","30.844377000","192.168.100.72","192.168.100.70","HTTP","185","GET /32 HTTP/1.1 "
"3410","30.845369000","192.168.100.72","192.168.100.70","HTTP","185","GET /37 HTTP/1.1 "
"3411","30.845390000","192.168.100.72","192.168.100.70","HTTP","185","GET /67 HTTP/1.1 "
"3412","30.845513000","192.168.100.72","192.168.100.70","HTTP","185","GET /61 HTTP/1.1 "
"3413","30.845582000","192.168.100.72","192.168.100.70","HTTP","185","GET /58 HTTP/1.1 "
"3436","30.941870000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"3456","31.045704000","192.168.100.70","192.168.100.72","HTTP","583","HTTP/1.1 200 OK  (text/html)"
"3478","31.154873000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3500","31.418449000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3529","31.630366000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3544","31.849754000","192.168.100.72","192.168.100.70","HTTP","185","GET /56 HTTP/1.1 "
"3545","31.850077000","192.168.100.72","192.168.100.70","HTTP","185","GET /90 HTTP/1.1 "
"3563","31.952907000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3582","32.054290000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
"3600","32.070374000","192.168.100.72","192.168.100.70","HTTP","185","GET /50 HTTP/1.1 "
"3601","32.070963000","192.168.100.72","192.168.100.70","HTTP","185","GET /95 HTTP/1.1 "
"3602","32.071150000","192.168.100.72","192.168.100.70","HTTP","185","GET /63 HTTP/1.1 "
"3603","32.071204000","192.168.100.72","192.168.100.70","HTTP","185","GET /33 HTTP/1.1 "
"3613","32.136738000","192.168.100.72","192.168.100.70","HTTP","185","GET /64 HTTP/1.1 "
"3626","32.238737000","192.168.100.70","192.168.100.72","HTTP","584","HTTP/1.1 200 OK  (text/html)"
